W,L,VD,VG,ID,gm
5,5,0.1,4.85,2.0754951295083767e-08,8.450464418569806e-09
5,5,0.1,4.9,2.114873832866338e-08,7.294066656257695e-09
5,5,0.1,4.95,2.148375859833107e-08,6.10171052173644e-09
5,5,0.1,5.0,2.1758502052668313e-08,4.884911819524997e-09
5,5,1.0,-5.0,3.759757420683422e-12,-2.8854692396081156e-12
5,5,1.0,-4.95,3.619745949327443e-12,-2.7164054067530855e-12
5,5,1.0,-4.9,3.487979312630135e-12,-2.555596293780083e-12
5,5,1.0,-4.85,3.364056541477664e-12,-2.4025745363941966e-12
5,5,1.0,-4.8,3.247599545745302e-12,-2.256892192017994e-12
5,5,1.0,-4.75,3.138252165072713e-12,-2.118119870090655e-12
5,5,1.0,-4.7,3.035679262400604e-12,-1.98584589156762e-12
5,5,1.0,-4.65,2.939565858766737e-12,-1.8596754793766064e-12
5,5,1.0,-4.6,2.849616307760095e-12,-1.7392299820399434e-12
5,5,1.0,-4.55,2.7655535079091622e-12,-1.62414613321065e-12
5,5,1.0,-4.5,2.6871181511261807e-12,-1.5140753505016276e-12
5,5,1.0,-4.45,2.614068005143622e-12,-1.408683077728625e-12
5,5,1.0,-4.4,2.5461772276514483e-12,-1.3076481755524443e-12
5,5,1.0,-4.35,2.4832357095695767e-12,-1.2106623665091511e-12
5,5,1.0,-4.3,2.4250484445628643e-12,-1.1174297415776533e-12
5,5,1.0,-4.25,2.371434921515799e-12,-1.0276663367651578e-12
5,5,1.0,-4.2,2.322228536222314e-12,-9.41099789710725e-13
5,5,1.0,-4.15,2.277276018004824e-12,-8.5746908802834e-13
5,5,1.0,-4.1,2.23643686634235e-12,-7.765244230431823e-13
5,5,1.0,-4.05,2.199582791852683e-12,-6.98027164723766e-13
5,5,1.0,-4.0,2.16659715512466e-12,-6.21749975973245e-13
5,5,1.0,-3.95,2.1373743959259048e-12,-5.474770869996851e-13
5,5,1.0,-3.9,2.1118194442075517e-12,-4.750047532041602e-13
5,5,1.0,-3.85,2.089847103085493e-12,-4.0414192285043596e-13
5,5,1.0,-3.8,2.071381392592846e-12,-3.3471114362455334e-13
